iter	RMSE
626	0.2275935125
627	0.227358913
628	0.2271415717
629	0.2268600808
630	0.226659803
631	0.2264912794
632	0.2263924234
633	0.2262931828
634	0.2261024027
635	0.2259790929
636	0.2258217445
637	0.2256445051
638	0.2254962614
639	0.2253053047
640	0.2251374106
641	0.2249551445
642	0.2247540093
643	0.2245757989
644	0.224399932
645	0.2242079574
646	0.2240120597
647	0.2238598965
648	0.2236216474
649	0.2234516251
650	0.2232963951
651	0.2231895525
652	0.2230260834
653	0.2227672843
654	0.2226901759
655	0.222533501
656	0.2223186433
657	0.2221489152
658	0.2219578443
659	0.2218122428
660	0.2216551837
661	0.2214749814
662	0.2213335066
663	0.2212078133
664	0.2210475436
665	0.2210355822
666	0.2207543481
667	0.2204889125
668	0.2203367723
669	0.2201953949
670	0.2199783478
671	0.2197921062
672	0.219485126
673	0.2193087472
674	0.2190755253
675	0.2189305558
676	0.2187866407
677	0.2186295903
678	0.2184014083
679	0.2182341818
680	0.2180307807
681	0.217827189
682	0.2176440358
683	0.2174587101
684	0.2173471999
685	0.2173339058
686	0.2172460664
687	0.2170621419
688	0.2168956636
689	0.2167007645
690	0.2165214456
691	0.2163780336
692	0.2162258258
693	0.2160405624
694	0.2159336431
695	0.2157089691
696	0.2154480646
697	0.215233259
698	0.2150552584
699	0.2148856569
700	0.2146277263
701	0.2145427156
702	0.214360516
703	0.214150031
704	0.2139321864
705	0.2137863011
706	0.2136036773
707	0.2134047501
708	0.2132519423
709	0.2131199355
710	0.2129407667
711	0.2127233542
712	0.212566059
713	0.2123749702
714	0.2122879053
715	0.2121412873
716	0.2119142408
717	0.2117841655
718	0.211591674
719	0.2113505456
720	0.211146955
721	0.211101862
722	0.2109121655
723	0.2107291699
724	0.2104723926
725	0.2102595447
726	0.2100852006
727	0.209945743
728	0.2097435397
729	0.2096799753
730	0.209614925
731	0.2093258347
732	0.2091690743
733	0.2090061533
734	0.2088243286
735	0.2085096104
736	0.2082558933
737	0.2080871909
738	0.207901409
739	0.2077476233
740	0.2074915146
741	0.2073361755
742	0.2071591849
743	0.2069055752
744	0.2067983021
745	0.2066055033
746	0.2064501515
747	0.2062349767
748	0.2060676979
749	0.2059162126
750	0.2057233042
751	0.2055354543
752	0.2053351273
753	0.2051129613
754	0.2049424961
755	0.204855304
756	0.2046694865
757	0.2044141686
758	0.2042450968
759	0.2040882211
760	0.2038536314
761	0.2037499532
762	0.2034982578
763	0.2032296237
764	0.2029945137
765	0.2028109353
766	0.2026497847
767	0.2024999295
768	0.2023567987
769	0.2021603089
770	0.2020401963
771	0.2019121122
772	0.2017615404
773	0.2016300642
774	0.2014818381
775	0.2013460911
776	0.2012560259
777	0.2011484424
778	0.2009863564
779	0.2007564104
780	0.2005954828
781	0.2005834667
782	0.2004169335
783	0.2002284442
784	0.2001190126
785	0.200015537
786	0.1998427425
787	0.1997135096
788	0.1996073315
789	0.1994589004
790	0.1992815745
791	0.1991556222
792	0.1989533811
793	0.1988599138
794	0.1987045496
795	0.1985976237
796	0.1984733603
797	0.1982087081
798	0.198046504
799	0.1978905764
800	0.1978035648
801	0.1976883455
802	0.1974738982
803	0.1972713913
804	0.1970796925
805	0.1969180708
806	0.1967327693
807	0.1966076039
808	0.1964363433
809	0.1963275337
810	0.1962483087
811	0.1961452637
812	0.1959810568
813	0.195842567
814	0.1958300833
815	0.195800193
816	0.1956922666
817	0.1955255587
818	0.1953600195
819	0.1951557924
820	0.1949857153
821	0.1948127589
822	0.1947228264
823	0.194593285
824	0.1944322744
825	0.1944021276
826	0.1942421729
827	0.1940799249
828	0.1939651419
829	0.1938273017
830	0.1936392209
831	0.1934702375
832	0.1932421558
833	0.1931016533
834	0.1929589517
835	0.1928867109
836	0.1927442443
837	0.1926603851
838	0.1924872105
839	0.192401275
840	0.1922512734
841	0.1921025339
842	0.1918060345
843	0.1916098482
844	0.1914705197
845	0.1912000757
846	0.1910237375
847	0.1908472027
848	0.1906776656
849	0.1905697605
850	0.190449922
851	0.1903092524
852	0.190142786
853	0.1900081689
854	0.1898850326
855	0.1897131758
856	0.1895641281
857	0.1894050553
858	0.1893042666
859	0.1892089004
860	0.1890292197
861	0.1889040508
862	0.1887556351
863	0.1886453662
864	0.1884975414
865	0.1883665161
866	0.1881698026
867	0.1880216898
868	0.1879324801
869	0.1877656483
870	0.1875652294
871	0.1873799624
872	0.1872155093
873	0.1871054217
874	0.1869721974
875	0.1868618752
876	0.1866327582
877	0.1864773581
878	0.186354365
879	0.1862032712
880	0.1860898669
881	0.1859408039
882	0.1857997567
883	0.1856725124
884	0.1856627232
885	0.1854828353
886	0.1853510432
887	0.1851455826
888	0.1850078473
889	0.1848823521
890	0.1847928549
891	0.1846419925
892	0.1845117212
893	0.1843559141
894	0.1842636891
895	0.1841238892
896	0.1839651407
897	0.1838063169
898	0.1836276999
899	0.1835157757
900	0.1833767914
901	0.183232456
902	0.1831356882
903	0.1831040479
904	0.1829864726
905	0.1828051019
906	0.1827212244
907	0.1825726711
908	0.182336701
909	0.1821637638
910	0.1820549518
911	0.1819605424
912	0.181847203
913	0.1817086007
914	0.1816048231
915	0.1814709325
916	0.1812767545
917	0.1811425182
918	0.1809867978
919	0.180838883
920	0.1806646559
921	0.1805390741
922	0.180391064
923	0.1802867679
924	0.1801809585
925	0.1800900884
926	0.1799854963
927	0.1798371333
928	0.1796351595
929	0.1794586454
930	0.1793425681
931	0.1792469032
932	0.178993758
933	0.1788420033
934	0.1786631184
935	0.178532718
936	0.1783761827
937	0.1782269152
938	0.1781017328
939	0.1779387205
940	0.177782946
941	0.1776816422
942	0.1776361559
943	0.1775383455
944	0.1775294205
945	0.1773329825
946	0.1773223946
947	0.177312494
948	0.1772197073
949	0.1771288388
950	0.1770397486
951	0.1767932199
952	0.1766960781
953	0.176528411
954	0.1763553258
955	0.1762595359
956	0.1761502656
957	0.1760312563
958	0.175852559
959	0.1757041075
960	0.1755666062
961	0.175488443
962	0.1753581521
963	0.1752638331
964	0.1751374359
965	0.1750319937
966	0.1749315213
967	0.1747647427
968	0.1746070104
969	0.1744565004
970	0.1742886713
971	0.1741782148
972	0.174056723
973	0.1739916048
974	0.1739824639
975	0.1738999948
976	0.1738907067
977	0.1737459574
978	0.1736114874
979	0.1735307352
980	0.1733785668
981	0.1732491054
982	0.1731073578
983	0.1729665511
984	0.172851492
985	0.1727215888
986	0.1725239874
987	0.1724402192
988	0.1723165716
989	0.172179064
990	0.1720166324
991	0.1719445448
992	0.1718753266
993	0.1717491309
994	0.1716715476
995	0.1715296939
996	0.1714435763
997	0.1713684854
998	0.1712219243
999	0.171039968
